Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
CS 4101 (L),2019-08-19,10:30:00,2019-08-19,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-08-19,11:30:00,2019-08-19,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-19,12:30:00,2019-08-19,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-08-19,14:30:00,2019-08-19,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-08-20,10:30:00,2019-08-20,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-08-20,11:30:00,2019-08-20,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-08-20,12:30:00,2019-08-20,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-08-20,14:30:00,2019-08-20,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-08-20,15:30:00,2019-08-20,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-08-20,16:30:00,2019-08-20,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-08-21,8:30:00,2019-08-21,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-08-21,9:30:00,2019-08-21,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-08-21,11:30:00,2019-08-21,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-21,12:30:00,2019-08-21,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-08-21,14:30:00,2019-08-21,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-08-21,15:30:00,2019-08-21,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-08-22,9:30:00,2019-08-22,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-08-22,10:30:00,2019-08-22,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-08-22,11:30:00,2019-08-22,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-08-22,12:30:00,2019-08-22,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-08-23,9:30:00,2019-08-23,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-08-23,11:30:00,2019-08-23,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-23,12:30:00,2019-08-23,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-08-23,14:30:00,2019-08-23,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-08-23,15:30:00,2019-08-23,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-08-26,8:30:00,2019-08-26,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-08-26,9:30:00,2019-08-26,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-08-26,10:30:00,2019-08-26,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-08-26,11:30:00,2019-08-26,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-26,12:30:00,2019-08-26,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-08-26,14:30:00,2019-08-26,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-08-27,10:30:00,2019-08-27,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-08-27,11:30:00,2019-08-27,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-08-27,12:30:00,2019-08-27,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-08-27,14:30:00,2019-08-27,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-08-27,15:30:00,2019-08-27,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-08-27,16:30:00,2019-08-27,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-08-28,8:30:00,2019-08-28,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-08-28,9:30:00,2019-08-28,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-08-28,11:30:00,2019-08-28,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-28,12:30:00,2019-08-28,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-08-28,14:30:00,2019-08-28,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-08-28,15:30:00,2019-08-28,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-08-29,9:30:00,2019-08-29,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-08-29,10:30:00,2019-08-29,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-08-29,11:30:00,2019-08-29,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-08-29,12:30:00,2019-08-29,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-08-30,9:30:00,2019-08-30,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-08-30,11:30:00,2019-08-30,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-30,12:30:00,2019-08-30,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-08-30,14:30:00,2019-08-30,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-08-30,15:30:00,2019-08-30,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-09-02,8:30:00,2019-09-02,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-02,9:30:00,2019-09-02,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-09-02,10:30:00,2019-09-02,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-09-02,11:30:00,2019-09-02,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-02,12:30:00,2019-09-02,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-09-02,14:30:00,2019-09-02,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-09-03,10:30:00,2019-09-03,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-09-03,11:30:00,2019-09-03,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-09-03,12:30:00,2019-09-03,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-09-03,14:30:00,2019-09-03,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-09-03,15:30:00,2019-09-03,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-09-03,16:30:00,2019-09-03,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-09-04,8:30:00,2019-09-04,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-09-04,9:30:00,2019-09-04,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-09-04,11:30:00,2019-09-04,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-04,12:30:00,2019-09-04,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-09-04,14:30:00,2019-09-04,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-09-04,15:30:00,2019-09-04,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-09-05,9:30:00,2019-09-05,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-09-05,10:30:00,2019-09-05,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-09-05,11:30:00,2019-09-05,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-09-05,12:30:00,2019-09-05,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-09-06,9:30:00,2019-09-06,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-09-06,11:30:00,2019-09-06,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-06,12:30:00,2019-09-06,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-09-06,14:30:00,2019-09-06,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-09-06,15:30:00,2019-09-06,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-09-09,8:30:00,2019-09-09,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-09,9:30:00,2019-09-09,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-09-09,10:30:00,2019-09-09,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-09-09,11:30:00,2019-09-09,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-09,12:30:00,2019-09-09,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-09-09,14:30:00,2019-09-09,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-09-10,10:30:00,2019-09-10,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-09-10,11:30:00,2019-09-10,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-09-10,12:30:00,2019-09-10,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-09-10,14:30:00,2019-09-10,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-09-10,15:30:00,2019-09-10,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-09-10,16:30:00,2019-09-10,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-09-11,8:30:00,2019-09-11,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-09-11,9:30:00,2019-09-11,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-09-11,11:30:00,2019-09-11,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-11,12:30:00,2019-09-11,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-09-11,14:30:00,2019-09-11,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-09-11,15:30:00,2019-09-11,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-09-12,9:30:00,2019-09-12,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-09-12,10:30:00,2019-09-12,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-09-12,11:30:00,2019-09-12,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-09-12,12:30:00,2019-09-12,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-09-13,9:30:00,2019-09-13,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-09-13,11:30:00,2019-09-13,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-13,12:30:00,2019-09-13,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-09-13,14:30:00,2019-09-13,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-09-13,15:30:00,2019-09-13,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-09-16,8:30:00,2019-09-16,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-16,9:30:00,2019-09-16,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-09-16,10:30:00,2019-09-16,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-09-16,11:30:00,2019-09-16,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-16,12:30:00,2019-09-16,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-09-16,14:30:00,2019-09-16,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-09-17,10:30:00,2019-09-17,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-09-17,11:30:00,2019-09-17,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-09-17,12:30:00,2019-09-17,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-09-17,14:30:00,2019-09-17,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-09-17,15:30:00,2019-09-17,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-09-17,16:30:00,2019-09-17,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-09-18,8:30:00,2019-09-18,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-09-18,9:30:00,2019-09-18,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-09-18,11:30:00,2019-09-18,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-18,12:30:00,2019-09-18,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-09-18,14:30:00,2019-09-18,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-09-18,15:30:00,2019-09-18,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-09-19,9:30:00,2019-09-19,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-09-19,10:30:00,2019-09-19,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-09-19,11:30:00,2019-09-19,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-09-19,12:30:00,2019-09-19,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-09-20,9:30:00,2019-09-20,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-09-20,11:30:00,2019-09-20,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-20,12:30:00,2019-09-20,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-09-20,14:30:00,2019-09-20,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-09-20,15:30:00,2019-09-20,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-09-23,8:30:00,2019-09-23,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-23,9:30:00,2019-09-23,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-09-23,10:30:00,2019-09-23,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-09-23,11:30:00,2019-09-23,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-23,12:30:00,2019-09-23,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-09-23,14:30:00,2019-09-23,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-09-24,10:30:00,2019-09-24,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-09-24,11:30:00,2019-09-24,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-09-24,12:30:00,2019-09-24,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-09-24,14:30:00,2019-09-24,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-09-24,15:30:00,2019-09-24,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-09-24,16:30:00,2019-09-24,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-09-25,8:30:00,2019-09-25,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-09-25,9:30:00,2019-09-25,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-09-25,11:30:00,2019-09-25,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-25,12:30:00,2019-09-25,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-09-25,14:30:00,2019-09-25,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-09-25,15:30:00,2019-09-25,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-09-26,9:30:00,2019-09-26,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
CS 332 (L),2019-09-26,10:30:00,2019-09-26,11:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 301 (L),2019-09-26,11:30:00,2019-09-26,12:30:00,FALSE,Software Engineering,LT 222,FALSE
CS 261 (L),2019-09-26,12:30:00,2019-09-26,13:30:00,FALSE,Computer Networks,LT 201,FALSE
CS 332 (L),2019-09-27,9:30:00,2019-09-27,10:30:00,FALSE,Compiler Design,LT 202,FALSE
CS 301 (P),2019-09-27,11:30:00,2019-09-27,12:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-27,12:30:00,2019-09-27,13:30:00,FALSE,Software Engineering,FRL,FALSE
CS 4101 (P),2019-09-27,14:30:00,2019-09-27,15:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 4101 (P),2019-09-27,15:30:00,2019-09-27,16:30:00,FALSE,Linear & Non-Linear Optimisation,SIMULATION LAB,FALSE
CS 332 (P),2019-09-30,8:30:00,2019-09-30,9:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-30,9:30:00,2019-09-30,10:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 4101 (L),2019-09-30,10:30:00,2019-09-30,11:30:00,FALSE,Linear & Non-Linear Optimisation,LT 202,FALSE
CS 261 (P),2019-09-30,11:30:00,2019-09-30,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-30,12:30:00,2019-09-30,13:30:00,FALSE,Computer Networks,FRL,FALSE
EL 302 (L),2019-09-30,14:30:00,2019-09-30,15:30:00,FALSE,Digital Image Processing,LT 212,FALSE
CS 261 (L),2019-10-01,10:30:00,2019-10-01,11:30:00,FALSE,Computer Networks,LT 211,FALSE
CS 332 (L),2019-10-01,11:30:00,2019-10-01,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 4101 (L),2019-10-01,12:30:00,2019-10-01,13:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
CS 301 (L),2019-10-01,14:30:00,2019-10-01,15:30:00,FALSE,Software Engineering,LT 211,FALSE
EL 302 (L),2019-10-01,15:30:00,2019-10-01,16:30:00,FALSE,Digital Image Processing,LT 212,FALSE
FIN 212 (L),2019-10-01,16:30:00,2019-10-01,17:30:00,FALSE,Indian Finance System,CR 111,FALSE
CS 301 (L),2019-10-02,8:30:00,2019-10-02,9:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 261 (L),2019-10-02,9:30:00,2019-10-02,10:30:00,FALSE,Computer Networks,LT 202,FALSE
EL 302 (P),2019-10-02,11:30:00,2019-10-02,12:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-10-02,12:30:00,2019-10-02,13:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 4101 (L),2019-10-02,14:30:00,2019-10-02,15:30:00,FALSE,Linear & Non-Linear Optimisation,LT 212,FALSE
FIN 212 (L),2019-10-02,15:30:00,2019-10-02,16:30:00,FALSE,Indian Finance System,CR 112,FALSE
EL 302 (L),2019-10-03,9:30:00,2019-10-03,10:30:00,FALSE,Digital Image Processing,LT 211,FALSE
