Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
CS 4221 (P),2019-11-23,15:30:00,2019-11-23,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-11-23,16:30:00,2019-11-23,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-11-25,8:30:00,2019-11-25,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-11-25,11:30:00,2019-11-25,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-11-25,12:30:00,2019-11-25,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-11-25,14:30:00,2019-11-25,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-11-26,9:30:00,2019-11-26,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-11-26,10:30:00,2019-11-26,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-11-26,11:30:00,2019-11-26,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-11-26,14:30:00,2019-11-26,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-11-26,15:30:00,2019-11-26,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-11-27,9:30:00,2019-11-27,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-11-27,11:30:00,2019-11-27,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-11-27,12:30:00,2019-11-27,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-11-28,9:30:00,2019-11-28,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-11-28,10:30:00,2019-11-28,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-11-28,15:30:00,2019-11-28,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-11-29,8:30:00,2019-11-29,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-11-29,9:30:00,2019-11-29,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-11-29,11:30:00,2019-11-29,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-11-29,12:30:00,2019-11-29,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-11-29,16:30:00,2019-11-29,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-11-30,9:30:00,2019-11-30,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-11-30,10:30:00,2019-11-30,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-11-30,11:30:00,2019-11-30,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-11-30,12:30:00,2019-11-30,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-11-30,14:30:00,2019-11-30,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-11-30,15:30:00,2019-11-30,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-11-30,16:30:00,2019-11-30,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-12-02,8:30:00,2019-12-02,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-12-02,11:30:00,2019-12-02,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-12-02,12:30:00,2019-12-02,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-12-02,14:30:00,2019-12-02,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-12-03,9:30:00,2019-12-03,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-12-03,10:30:00,2019-12-03,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-12-03,11:30:00,2019-12-03,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-12-03,14:30:00,2019-12-03,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-12-03,15:30:00,2019-12-03,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-12-04,9:30:00,2019-12-04,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-12-04,11:30:00,2019-12-04,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-12-04,12:30:00,2019-12-04,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-12-05,9:30:00,2019-12-05,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-12-05,10:30:00,2019-12-05,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-12-05,15:30:00,2019-12-05,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-12-06,8:30:00,2019-12-06,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-12-06,9:30:00,2019-12-06,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-12-06,11:30:00,2019-12-06,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-12-06,12:30:00,2019-12-06,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-12-06,16:30:00,2019-12-06,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-12-07,9:30:00,2019-12-07,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-12-07,10:30:00,2019-12-07,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-12-07,11:30:00,2019-12-07,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-12-07,12:30:00,2019-12-07,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-12-07,14:30:00,2019-12-07,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-12-07,15:30:00,2019-12-07,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-12-07,16:30:00,2019-12-07,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-12-09,8:30:00,2019-12-09,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-12-09,11:30:00,2019-12-09,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-12-09,12:30:00,2019-12-09,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-12-09,14:30:00,2019-12-09,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-12-10,9:30:00,2019-12-10,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-12-10,10:30:00,2019-12-10,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-12-10,11:30:00,2019-12-10,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-12-10,14:30:00,2019-12-10,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-12-10,15:30:00,2019-12-10,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-12-11,9:30:00,2019-12-11,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-12-11,11:30:00,2019-12-11,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-12-11,12:30:00,2019-12-11,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-12-12,9:30:00,2019-12-12,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-12-12,10:30:00,2019-12-12,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-12-12,15:30:00,2019-12-12,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
